"","ECLAC/CELADE Redatam+SP 6/16/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"56",NA,"No - no difficulty","148","133","168","170","149","154","155","158","168","159","172","172","173","152","153","111","126","120","131","112","125","95","115","107","95","128","100","87","99","66","121","55","82","67","65","76","66","51","64","53","71","37","61","39","35","58","45","33","56","31","65","37","48","30","24","33","20","14","32","17","42","12","15","16","11","11","6","14","9","4","14","7","2","6","9","7","5","1","3","2","4","1","2","2","1","1","-","2","-","-","11","5707"
"57",NA,"Yes - some difficulty","-","-","-","-","-","-","2","-","3","1","1","-","-","1","-","2","-","1","-","1","-","2","-","-","1","-","-","-","1","1","1","-","1","-","-","1","1","2","1","1","1","1","1","1","-","1","-","-","1","1","3","-","1","4","3","1","3","3","1","-","5","-","2","1","2","1","1","2","2","1","2","1","1","3","1","-","1","2","1","-","3","2","1","1","1","2","-","1","-","-","6","97"
"58",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","1","-","-","1","-","-","1","-","1","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","1","-","-","1","1","16"
"59",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","1","11"
"60",NA,"Total","148","133","168","170","149","154","157","158","171","160","174","172","173","153","154","113","127","121","132","113","125","98","115","107","96","128","100","87","100","67","122","55","84","67","65","78","67","53","65","54","72","40","62","41","35","59","45","34","57","32","69","37","50","34","27","35","23","17","34","18","48","13","17","17","13","12","7","16","11","6","16","8","3","9","10","7","6","3","5","2","8","3","4","3","2","4","1","3","-","1","19","5831"
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"AREA # 010106","Hsotlaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"66",NA,"No - no difficulty","114","96","106","95","86","103","109","86","97","94","101","80","82","100","92","67","77","66","75","51","66","58","42","47","53","77","45","38","58","39","73","38","35","36","32","43","18","33","47","28","39","22","38","35","19","22","19","22","20","12","21","27","23","20","18","13","15","11","15","6","18","10","9","11","8","10","10","4","10","4","9","7","6","4","4","4","5","1","3","3","3","3","4","1","2","2","1","2","-","-","7","3265"
"67",NA,"Yes - some difficulty","-","-","-","-","-","1","-","-","1","-","-","-","-","-","1","1","-","1","-","-","-","-","-","-","-","1","-","-","1","1","-","-","-","1","-","-","1","-","-","-","-","-","-","1","-","-","-","1","1","2","1","-","1","1","2","-","3","1","-","1","1","3","-","1","2","1","-","-","1","2","4","-","-","1","2","1","2","1","-","-","1","1","-","1","2","1","1","-","-","-","3","57"
"68",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","1","-","1","-","-","-","-","-","-","3","13"
"69",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","1","-","-","-","-","-","-","-","1","-","1","-","-","-","1","-","1","-","-","-","-","-","1","1","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","16"
"70",NA,"Total","114","96","106","95","86","104","109","86","99","95","102","80","82","100","93","68","77","67","75","52","66","58","42","47","55","78","45","39","59","40","73","38","35","37","32","44","19","35","47","28","39","23","38","37","19","22","19","23","21","15","25","30","24","21","20","14","18","12","15","7","19","13","9","12","10","11","10","4","11","7","14","7","6","5","6","5","8","2","3","3","4","5","5","3","4","3","2","2","-","-","13","3351"
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,"AREA # 010151","Hsinbo(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"76",NA,"No - no difficulty","105","100","101","123","121","112","144","108","119","125","129","125","151","127","122","112","133","97","121","81","135","85","80","99","107","96","88","94","116","78","142","75","101","100","84","110","74","73","76","80","80","60","86","80","66","77","54","51","52","41","64","30","41","51","26","42","36","33","32","19","37","18","21","14","14","17","13","8","10","4","11","3","4","10","4","3","2","4","2","-","1","1","2","4","-","1","-","-","1","-","-","5479"
"77",NA,"Yes - some difficulty","1","-","-","-","-","-","1","-","1","2","2","1","-","1","-","-","-","1","-","1","-","-","-","1","-","-","-","1","-","-","1","1","-","1","-","3","2","1","-","-","-","-","1","1","2","-","1","1","1","2","1","-","1","-","1","1","2","1","-","2","2","2","5","2","-","-","-","-","1","1","4","-","-","1","-","4","2","1","-","2","-","1","-","-","-","1","-","-","-","-","-","69"
"78",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","1","-","-","-","1","1","-","-","-","1","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","2","-","-","-","-","-","-","-","-","-","-","12"
"79",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2"
"80",NA,"Total","106","100","101","123","121","112","145","108","120","128","131","126","151","129","123","112","134","98","122","82","135","85","80","100","107","97","88","95","117","78","143","76","101","101","84","113","76","74","77","80","80","60","87","81","68","77","55","52","53","43","65","30","43","51","27","43","38","34","32","21","39","20","27","16","14","17","13","8","11","5","16","3","4","11","4","7","4","5","2","3","3","2","2","4","-","2","-","-","1","-","-","5562"
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,"AREA # 010152","Hsadone(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"86",NA,"No - no difficulty","84","102","113","115","113","127","136","139","150","157","147","131","149","149","131","131","114","118","131","110","120","88","75","100","96","90","67","71","73","71","113","61","63","68","73","58","63","62","56","38","62","46","69","68","41","49","37","41","45","44","44","30","29","36","37","36","36","33","32","16","39","15","15","11","23","21","15","6","17","9","18","7","10","3","5","1","8","2","3","-","1","1","3","2","1","-","-","-","-","-","1","5121"
"87",NA,"Yes - some difficulty","2","-","3","-","1","-","1","-","1","-","-","-","2","1","1","1","-","3","-","-","-","-","-","1","-","1","-","-","2","-","-","-","-","-","-","-","1","-","1","1","2","1","1","1","1","1","1","3","3","1","2","1","1","1","-","2","-","2","3","2","3","1","1","2","1","-","2","3","3","1","2","3","1","1","2","-","-","-","3","1","3","1","-","1","1","1","-","-","1","-","-","90"
"88",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","1","-","-","1","1","-","-","-","-","2","-","-","-","-","-","1","-","-","1","-","-","-","-","-","1","1","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","2","20"
"89",NA,"Yes - cannot hear at all","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","8"
"90",NA,"Total","87","102","116","115","115","127","137","139","151","157","147","131","151","150","132","133","114","121","131","110","120","88","75","101","97","91","67","71","75","72","113","61","63","68","73","58","65","62","58","39","64","48","70","69","42","51","38","44","49","46","46","31","30","37","39","39","37","35","35","18","43","16","16","14","24","21","17","9","21","11","21","10","12","4","7","2","9","2","6","1","6","2","3","3","2","1","-","-","1","1","3","5239"
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,"AREA # 010153","Kanpaikti(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"96",NA,"No - no difficulty","98","96","103","87","93","105","88","86","89","82","119","96","107","117","99","96","105","85","114","82","118","74","89","82","93","105","99","80","100","71","114","47","74","66","79","73","68","46","67","52","59","50","53","45","42","48","33","17","42","35","51","19","25","33","29","26","32","9","19","23","35","6","22","8","8","14","9","10","8","10","10","1","3","3","2","2","5","2","-","-","3","-","5","-","-","2","-","-","1","-","3","4406"
"97",NA,"Yes - some difficulty","-","-","-","-","1","-","-","-","-","1","-","-","-","1","-","-","-","-","2","1","-","1","-","1","1","1","-","-","2","-","2","-","1","1","-","1","-","1","1","1","-","1","-","1","-","-","1","4","1","-","3","1","3","4","1","1","4","2","4","3","6","4","3","2","1","5","2","1","3","2","6","-","3","1","1","-","1","1","1","1","2","-","-","-","-","-","-","-","-","-","-","100"
"98",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1","1","-","1","-","-","1","1","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","1","-","1","-","-","15"
"99",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","1","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7"
"100",NA,"Total","98","96","103","87","94","105","88","86","89","83","119","96","107","118","100","96","105","85","116","83","119","75","89","84","94","106","99","80","102","71","116","47","75","68","79","74","68","47","68","53","59","51","53","46","42","48","34","21","43","36","55","21","29","37","32","27","36","12","24","26","42","10","25","11","10","19","11","11","13","12","17","1","6","4","3","2","6","3","1","1","7","-","5","-","-","2","1","-","2","-","3","4528"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"AREA # 010154","Shinbwayyan(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"106",NA,"No - no difficulty","152","143","138","151","147","139","139","149","121","104","131","98","119","93","109","110","109","117","148","117","182","122","130","107","118","161","109","113","131","137","195","99","134","102","91","159","86","91","97","54","115","60","87","86","47","81","53","52","58","28","77","26","31","45","33","31","17","24","27","12","31","12","11","9","10","15","9","9","6","5","14","3","2","1","3","4","3","1","2","1","4","-","-","1","1","2","-","-","-","-","2","6103"
"107",NA,"Yes - some difficulty","-","1","-","-","-","-","-","-","-","-","-","1","-","-","1","-","2","-","-","-","1","-","-","-","2","-","2","1","3","4","1","-","-","3","1","1","-","1","1","-","1","-","1","2","1","2","-","-","-","2","5","3","2","-","1","-","2","-","-","1","4","-","2","4","1","2","3","1","-","2","1","4","-","4","-","1","2","-","-","2","1","-","-","-","1","-","-","-","-","-","1","85"
"108",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","6"
"109",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","2","-","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","12"
"110",NA,"Total","152","144","138","151","147","139","139","149","121","104","131","99","119","93","110","110","111","117","148","117","183","122","131","108","120","161","112","115","135","141","197","99","134","105","92","160","86","92","98","54","116","60","88","88","48","84","53","52","59","30","84","29","34","46","34","31","19","24","27","13","37","12","13","13","11","18","12","10","6","7","15","7","2","5","3","5","6","1","2","3","6","-","-","1","2","2","-","-","-","-","4","6206"
