"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"56",NA,"No - no difficulty","151","132","146","183","181","158","176","145","189","144","156","116","157","161","165","127","144","111","140","101","119","81","65","77","83","104","72","63","74","49","92","54","74","49","56","52","44","47","46","42","75","37","49","51","40","57","41","34","43","19","72","29","28","28","31","29","36","17","30","18","35","13","16","16","14","25","11","8","16","7","21","3","3","7","4","7","4","1","3","4","14","1","5","5","3","2","1","1","1","-","8","5349"
"57",NA,"Yes - some difficulty","-","-","-","-","-","-","1","1","-","-","2","2","-","2","-","-","-","-","-","-","-","-","1","-","-","3","1","-","-","-","-","-","-","-","-","2","-","1","1","-","1","-","-","3","-","1","1","-","2","2","4","3","-","3","3","2","2","3","1","1","8","2","1","4","2","1","-","3","2","-","3","1","2","4","-","1","1","-","2","-","3","-","-","1","1","-","-","2","-","1","7","101"
"58",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","1","-","-","-","-","2","-","-","2","-","-","-","-","1","-","1","-","1","1","-","-","-","-","14"
"59",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","1","-","-","1","-","1","-","-","1","-","-","-","-","8"
"60",NA,"Total","151","132","146","183","181","158","177","146","190","144","158","118","157","164","165","127","144","111","140","101","120","81","66","77","83","107","73","63","74","49","92","54","74","49","56","54","44","48","47","42","76","37","49","54","40","58","42","34","45","21","77","32","28","31","34","32","38","20","31","19","44","15","17","20","16","27","11","11","19","7","26","4","5","13","4","8","7","1","6","4","17","3","5","8","4","3","3","3","1","1","15","5472"
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"AREA # 010106","Hsotlaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"66",NA,"No - no difficulty","77","85","86","115","100","89","98","106","89","98","82","91","96","89","82","86","57","53","64","54","57","47","31","42","50","52","44","54","53","33","55","25","28","32","34","25","29","31","36","33","28","28","28","36","19","28","26","15","21","25","32","17","16","17","25","20","15","12","10","17","17","8","14","15","7","10","11","16","9","4","9","7","1","5","4","7","4","1","-","1","3","1","1","3","1","6","1","1","3","-","8","3101"
"67",NA,"Yes - some difficulty","-","-","-","-","-","-","-","-","1","-","-","2","-","1","1","-","-","-","-","1","-","-","1","-","-","-","1","1","-","1","-","-","-","-","-","1","-","-","-","1","2","-","1","-","-","1","-","2","1","1","1","-","1","-","1","-","-","-","-","-","1","-","-","-","3","1","1","1","3","-","1","1","1","1","3","1","-","-","1","1","3","-","-","-","-","-","-","-","-","-","5","51"
"68",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","1","1","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","2","12"
"69",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3"
"70",NA,"Total","77","85","86","115","100","89","98","106","90","98","82","93","96","90","83","86","57","53","64","55","57","47","32","42","50","52","45","55","53","34","55","25","28","32","34","26","29","31","36","34","31","29","29","36","19","30","26","17","22","26","33","17","17","18","27","20","15","13","10","17","19","9","14","15","10","11","12","17","12","4","10","10","2","6","8","8","4","1","1","2","6","2","1","3","1","7","1","1","3","-","15","3167"
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,"AREA # 010151","Hsinbo(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"76",NA,"No - no difficulty","101","87","96","107","131","118","122","134","121","120","112","135","131","105","131","85","86","94","118","100","91","71","79","73","75","105","76","70","89","79","100","69","78","79","57","78","74","72","67","57","94","59","71","60","50","65","48","51","57","33","64","43","33","40","39","41","40","26","22","21","27","15","18","16","13","18","12","11","20","8","17","8","7","4","6","11","8","4","10","4","3","2","2","2","2","3","4","-","2","2","3","4992"
"77",NA,"Yes - some difficulty","-","-","-","-","-","1","1","-","2","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","1","2","1","3","-","1","-","-","2","1","-","2","1","-","-","1","1","-","2","-","1","1","2","-","1","3","2","2","-","1","3","1","3","1","2","1","-","1","-","5","4","1","2","3","5","1","1","-","-","-","1","1","-","-","-","1","-","-","-","2","79"
"78",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","2","-","-","-","1","-","1","-","-","2","2","1","-","1","-","-","-","-","-","1","-","-","1","20"
"79",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2"
"80",NA,"Total","101","87","96","107","131","119","123","134","123","121","114","136","131","105","131","85","86","94","118","100","91","71","79","73","76","106","76","72","90","80","100","70","80","80","60","78","75","72","67","59","95","59","73","61","50","65","49","52","58","35","65","44","34","42","39","42","44","28","24","21","28","18","19","19","15","20","14","11","23","8","22","12","9","6","10","16","9","7","12","5","3","4","3","2","2","3","5","1","2","2","6","5093"
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,"AREA # 010152","Hsadone(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"86",NA,"No - no difficulty","101","82","82","116","118","123","151","145","158","138","149","127","131","138","136","130","135","125","124","113","113","97","89","89","93","112","76","72","77","61","95","59","71","66","57","58","48","47","59","55","73","41","66","49","65","51","40","33","48","36","50","23","42","34","39","37","39","23","33","22","32","23","17","18","18","27","7","11","10","8","29","7","11","9","6","9","4","4","4","3","4","1","-","4","3","3","2","-","1","-","2","5137"
"87",NA,"Yes - some difficulty","2","-","-","-","-","2","-","-","-","1","-","-","1","2","-","-","1","-","-","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","1","-","1","-","-","1","1","1","-","1","-","1","1","-","1","1","1","2","-","1","2","1","-","-","4","1","2","3","1","1","2","2","3","3","2","4","3","2","2","2","1","3","-","-","3","3","2","-","-","-","2","2","2","-","-","-","1","85"
"88",NA,"Yes - a lot of difficulty","3","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","2","1","1","-","1","-","1","-","4","-","1","-","-","-","-","2","1","1","1","-","-","1","-","26"
"89",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","2","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","9"
"90",NA,"Total","106","82","82","116","118","125","151","145","158","139","149","127","134","140","136","130","136","125","126","113","114","98","89","89","95","112","77","72","77","61","95","59","71","66","58","58","49","47","60","56","74","42","66","50","65","52","41","34","49","37","52","25","43","36","41","38","39","23","37","23","34","26","19","19","20","30","10","14","14","13","33","9","14","11","9","12","8","4","8","6","6","1","-","6","6","6","6","-","1","1","3","5257"
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,"AREA # 010153","Kanpaikti(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"96",NA,"No - no difficulty","105","86","95","108","91","92","98","107","101","76","107","61","88","90","73","85","94","90","128","78","87","72","81","96","84","86","76","58","87","75","88","60","63","52","58","45","44","34","55","27","62","28","45","36","29","40","34","33","39","35","64","21","39","23","28","36","27","13","28","16","35","12","15","5","4","10","7","7","6","6","9","4","11","5","2","4","2","2","2","2","8","1","3","1","1","-","-","1","-","2","2","4026"
"97",NA,"Yes - some difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","1","-","-","-","2","-","-","-","-","2","-","-","-","-","2","1","-","1","-","3","-","2","-","1","5","1","1","1","8","4","1","3","6","3","9","-","3","1","-","5","1","2","3","-","6","3","2","-","1","1","1","-","-","-","3","-","-","1","-","-","-","-","-","-","1","93"
"98",NA,"Yes - a lot of difficulty","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","1","1","-","-","1","1","-","-","-","-","1","-","-","-","1","-","1","-","-","2","1","1","1","2","3","-","-","-","1","-","-","-","-","-","1","24"
"99",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","1","11"
"100",NA,"Total","105","86","96","108","91","92","98","107","101","76","108","61","89","90","73","85","95","90","128","78","87","73","82","96","85","86","77","58","87","75","90","61","63","52","58","48","44","34","55","27","64","29","45","37","29","43","34","35","39","36","70","22","43","24","36","40","29","17","35","19","45","13","18","6","5","15","9","9","9","6","16","7","14","5","3","7","4","3","3","4","15","1","3","3","2","-","-","1","-","2","5","4154"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"AREA # 010154","Shinbwayyan(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"106",NA,"No - no difficulty","160","146","149","144","130","114","129","137","141","110","110","105","88","94","76","91","94","113","119","93","125","89","71","87","110","111","79","74","101","93","138","86","83","84","57","92","54","77","57","59","94","45","43","71","46","96","31","33","46","30","65","29","39","44","24","38","32","16","18","16","53","6","10","12","9","20","6","7","10","5","12","4","7","6","2","4","2","2","3","1","4","1","2","1","-","-","-","-","1","-","4","5120"
"107",NA,"Yes - some difficulty","-","-","-","-","-","-","-","1","2","1","1","1","-","2","1","-","-","-","-","-","-","-","1","1","1","-","-","1","1","-","2","-","-","-","1","1","-","-","1","2","1","2","-","1","1","3","4","1","1","1","6","1","1","3","-","7","1","4","-","1","4","2","2","1","-","3","3","1","3","1","7","-","-","2","1","2","-","1","1","-","2","-","-","2","2","1","-","-","-","1","2","104"
"108",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","3","1","-","-","-","-","1","-","-","-","1","1","-","-","1","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14"
"109",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","9"
"110",NA,"Total","160","146","149","144","130","114","129","138","143","111","111","106","88","97","77","91","94","113","119","94","125","89","72","88","111","112","79","75","102","94","141","87","83","84","58","94","55","77","58","61","95","47","43","73","47","99","37","34","47","31","75","31","40","47","24","45","34","20","18","17","58","9","12","13","10","23","9","9","13","6","20","4","7","8","3","6","2","3","4","2","6","1","2","3","2","1","-","-","1","1","6","5247"
