"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"56",NA,"No - no difficulty","148","132","167","170","147","153","156","156","170","157","170","171","172","151","154","112","126","120","132","112","125","97","115","107","96","125","99","86","100","66","120","54","83","66","63","76","66","53","65","53","69","38","58","39","33","57","43","34","56","31","65","37","42","33","25","33","22","15","32","17","45","12","14","11","12","11","7","13","11","5","15","7","3","4","10","6","5","1","4","2","4","1","3","3","1","2","-","3","-","1","13","5699"
"57",NA,"Yes - some difficulty","-","-","1","-","-","-","1","2","-","1","3","1","1","1","-","1","1","1","-","1","-","1","-","-","-","3","1","1","-","1","2","1","1","1","2","2","1","-","-","1","3","-","2","1","2","2","2","-","1","1","4","-","5","1","2","2","1","2","1","1","2","1","1","6","1","1","-","3","-","1","-","1","-","5","-","-","1","2","-","-","3","2","1","-","1","2","-","-","-","-","4","104"
"58",NA,"Yes - a lot of difficulty","-","1","-","-","2","1","-","-","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","2","1","-","-","-","-","-","-","-","-","3","-","-","-","-","-","1","-","1","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","2","22"
"59",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","6"
"60",NA,"Total","148","133","168","170","149","154","157","158","171","160","174","172","173","153","154","113","127","121","132","113","125","98","115","107","96","128","100","87","100","67","122","55","84","67","65","78","67","53","65","54","72","40","62","41","35","59","45","34","57","32","69","37","50","34","27","35","23","17","34","18","48","13","17","17","13","12","7","16","11","6","16","8","3","9","10","7","6","3","5","2","8","3","4","3","2","4","1","3","-","1","19","5831"
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"AREA # 010106","Hsotlaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"66",NA,"No - no difficulty","113","94","105","95","85","104","108","85","98","94","102","80","81","100","91","67","77","67","75","51","66","57","42","47","55","77","44","39","58","39","73","38","35","37","30","43","19","34","46","28","39","23","38","35","18","22","19","23","20","13","22","28","23","21","18","13","18","11","15","6","17","12","9","11","10","9","7","4","9","7","10","5","6","4","3","4","7","2","2","3","3","3","4","2","3","3","1","2","-","-","8","3274"
"67",NA,"Yes - some difficulty","1","1","1","-","-","-","1","-","-","-","-","-","1","-","1","-","-","-","-","1","-","1","-","-","-","-","1","-","-","1","-","-","-","-","2","-","-","1","1","-","-","-","-","2","1","-","-","-","1","2","3","2","1","-","2","1","-","1","-","1","1","1","-","1","-","2","2","-","2","-","4","2","-","1","3","1","1","-","-","-","-","2","1","1","-","-","1","-","-","-","3","60"
"68",NA,"Yes - a lot of difficulty","-","1","-","-","-","-","-","1","1","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","2","11"
"69",NA,"Yes - cannot walk at all","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","6"
"70",NA,"Total","114","96","106","95","86","104","109","86","99","95","102","80","82","100","93","68","77","67","75","52","66","58","42","47","55","78","45","39","59","40","73","38","35","37","32","44","19","35","47","28","39","23","38","37","19","22","19","23","21","15","25","30","24","21","20","14","18","12","15","7","19","13","9","12","10","11","10","4","11","7","14","7","6","5","6","5","8","2","3","3","4","5","5","3","4","3","2","2","-","-","13","3351"
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,"AREA # 010151","Hsinbo(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"76",NA,"No - no difficulty","90","84","90","113","120","111","144","107","119","127","129","126","150","127","122","111","133","97","121","82","135","84","79","99","105","97","86","93","117","78","140","76","100","99","83","111","75","74","76","80","80","60","86","81","66","74","54","49","53","41","65","30","40","48","25","42","35","32","30","19","34","19","26","13","12","16","9","7","10","3","12","2","3","9","3","5","3","4","2","-","1","-","2","3","-","1","-","-","1","-","-","5400"
"77",NA,"Yes - some difficulty","7","16","10","10","-","1","1","1","-","-","1","-","-","-","1","-","1","1","-","-","-","-","1","-","1","-","1","1","-","-","3","-","1","2","1","1","-","-","-","-","-","-","1","-","2","2","1","3","-","2","-","-","3","3","2","-","2","2","1","2","3","-","1","1","1","1","4","1","-","1","2","1","-","1","1","1","-","-","-","2","1","1","-","-","-","1","-","-","-","-","-","112"
"78",NA,"Yes - a lot of difficulty","9","-","-","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","1","-","-","1","-","-","1","-","-","1","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","1","-","1","-","2","-","-","1","1","-","-","-","1","1","2","-","-","1","-","1","1","-","-","1","1","-","-","1","-","-","-","-","-","-","-","36"
"79",NA,"Yes - cannot walk at all","-","-","1","-","1","-","-","-","1","-","1","-","1","1","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","14"
"80",NA,"Total","106","100","101","123","121","112","145","108","120","128","131","126","151","129","123","112","134","98","122","82","135","85","80","100","107","97","88","95","117","78","143","76","101","101","84","113","76","74","77","80","80","60","87","81","68","77","55","52","53","43","65","30","43","51","27","43","38","34","32","21","39","20","27","16","14","17","13","8","11","5","16","3","4","11","4","7","4","5","2","3","3","2","2","4","-","2","-","-","1","-","-","5562"
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,"AREA # 010152","Hsadone(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"86",NA,"No - no difficulty","74","95","110","115","112","127","136","138","151","157","145","131","149","149","132","130","113","121","130","109","119","88","74","100","97","91","67","71","73","71","112","60","63","66","72","57","65","60","55","38","64","48","66","69","40","50","37","43","46","45","45","29","29","35","37","39","35","35","34","18","40","14","16","13","22","20","16","7","19","10","19","7","10","4","6","1","7","2","3","-","5","2","2","1","1","-","-","-","1","1","1","5117"
"87",NA,"Yes - some difficulty","2","3","4","-","1","-","-","1","-","-","1","-","1","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","1","-","-","1","3","1","-","-","3","-","2","-","-","-","2","-","1","1","1","2","-","-","1","-","1","-","3","-","-","1","1","1","-","2","-","-","1","2","1","-","1","-","-","-","3","1","1","-","1","2","1","1","-","-","-","-","1","61"
"88",NA,"Yes - a lot of difficulty","2","-","1","-","1","-","-","-","-","-","-","-","1","1","-","1","-","-","-","-","1","-","1","1","-","-","-","-","2","1","1","-","-","1","-","1","-","1","-","-","-","-","1","-","-","1","-","1","1","1","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","1","-","1","1","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","29"
"89",NA,"Yes - cannot walk at all","9","4","1","-","1","-","1","-","-","-","1","-","-","-","-","1","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","2","-","1","-","-","-","-","-","-","-","1","-","-","-","1","-","1","1","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","32"
"90",NA,"Total","87","102","116","115","115","127","137","139","151","157","147","131","151","150","132","133","114","121","131","110","120","88","75","101","97","91","67","71","75","72","113","61","63","68","73","58","65","62","58","39","64","48","70","69","42","51","38","44","49","46","46","31","30","37","39","39","37","35","35","18","43","16","16","14","24","21","17","9","21","11","21","10","12","4","7","2","9","2","6","1","6","2","3","3","2","1","-","-","1","1","3","5239"
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,"AREA # 010153","Kanpaikti(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"96",NA,"No - no difficulty","98","96","103","87","94","105","87","86","89","82","119","96","106","116","98","95","104","83","116","83","118","74","88","81","93","106","98","79","97","70","110","46","75","65","77","73","67","46","66","50","57","47","51","41","41","47","30","17","42","35","50","18","24","29","28","25","30","10","17","22","34","6","21","11","7","13","11","10","7","10","10","1","3","3","2","2","5","2","1","-","3","-","5","-","-","2","1","-","1","-","3","4357"
"97",NA,"Yes - some difficulty","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1","1","1","1","-","-","-","1","1","1","1","-","-","1","5","1","3","1","-","2","1","1","-","1","2","2","2","4","1","5","1","1","2","4","1","1","5","2","5","7","3","1","4","-","6","4","7","4","3","-","3","5","-","1","3","2","4","-","1","1","1","-","1","1","-","1","3","-","-","-","-","-","-","-","-","-","-","130"
"98",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","1","-","-","1","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","2","-","-","-","-","1","-","1","-","1","2","1","1","-","1","-","1","-","-","1","-","-","-","-","3","-","2","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","28"
"99",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","2","-","-","-","-","-","-","1","-","-","1","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13"
"100",NA,"Total","98","96","103","87","94","105","88","86","89","83","119","96","107","118","100","96","105","85","116","83","119","75","89","84","94","106","99","80","102","71","116","47","75","68","79","74","68","47","68","53","59","51","53","46","42","48","34","21","43","36","55","21","29","37","32","27","36","12","24","26","42","10","25","11","10","19","11","11","13","12","17","1","6","4","3","2","6","3","1","1","7","-","5","-","-","2","1","-","2","-","3","4528"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"AREA # 010154","Shinbwayyan(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"106",NA,"No - no difficulty","152","143","137","151","147","139","139","149","121","103","130","99","119","93","110","109","111","116","148","117","182","122","130","108","120","161","111","114","133","140","196","98","133","105","92","159","84","92","98","54","115","60","87","87","47","83","53","52","59","29","82","29","34","46","33","31","18","24","26","12","34","11","12","13","11","17","11","9","6","5","14","4","2","3","3","5","4","1","2","3","3","-","-","-","1","2","-","-","-","-","3","6151"
"107",NA,"Yes - some difficulty","-","1","1","-","-","-","-","-","-","1","-","-","-","-","-","1","-","1","-","-","1","-","1","-","-","-","1","1","1","1","1","-","1","-","-","-","2","-","-","-","1","-","1","1","1","-","-","-","-","1","-","-","-","-","1","-","1","-","1","1","2","1","1","-","-","1","1","1","-","2","1","3","-","2","-","-","2","-","-","-","3","-","-","1","1","-","-","-","-","-","1","47"
"108",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5"
"109",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3"
"110",NA,"Total","152","144","138","151","147","139","139","149","121","104","131","99","119","93","110","110","111","117","148","117","183","122","131","108","120","161","112","115","135","141","197","99","134","105","92","160","86","92","98","54","116","60","88","88","48","84","53","52","59","30","84","29","34","46","34","31","19","24","27","13","37","12","13","13","11","18","12","10","6","7","15","7","2","5","3","5","6","1","2","3","6","-","-","1","2","2","-","-","-","-","4","6206"
