"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"56",NA,"No - no difficulty","150","131","146","182","177","158","177","145","190","143","156","118","156","163","165","125","144","111","139","101","119","81","65","76","82","105","73","63","74","49","90","52","74","49","55","54","43","47","46","42","75","36","49","52","39","57","42","34","44","21","72","30","28","26","33","31","35","17","27","16","37","14","17","17","14","24","10","8","15","6","17","2","3","8","3","5","3","1","4","4","14","-","3","5","2","2","1","1","1","1","5","5327"
"57",NA,"Yes - some difficulty","1","-","-","1","3","-","-","1","-","-","1","-","-","1","-","1","-","-","1","-","-","-","-","1","1","2","-","-","-","-","2","2","-","-","-","-","1","1","1","-","1","1","-","2","1","1","-","-","1","-","5","2","-","4","1","1","3","2","4","3","6","1","-","3","1","2","1","3","4","1","8","2","2","5","1","2","1","-","1","-","2","2","1","2","2","-","1","2","-","-","7","116"
"58",NA,"Yes - a lot of difficulty","-","1","-","-","1","-","-","-","-","1","1","-","1","-","-","1","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","1","1","-","-","-","-","1","-","-","-","-","1","3","-","1","-","1","1","-","1","-","1","-","-","-","-","2","25"
"59",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","1","4"
"60",NA,"Total","151","132","146","183","181","158","177","146","190","144","158","118","157","164","165","127","144","111","140","101","120","81","66","77","83","107","73","63","74","49","92","54","74","49","56","54","44","48","47","42","76","37","49","54","40","58","42","34","45","21","77","32","28","31","34","32","38","20","31","19","44","15","17","20","16","27","11","11","19","7","26","4","5","13","4","8","7","1","6","4","17","3","5","8","4","3","3","3","1","1","15","5472"
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"AREA # 010106","Hsotlaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"66",NA,"No - no difficulty","77","85","86","115","99","89","98","106","90","98","81","93","96","90","82","86","57","53","63","55","57","46","32","41","49","52","44","55","52","34","55","25","28","32","32","26","27","31","36","32","31","29","29","34","18","30","24","16","21","25","32","17","15","15","27","19","15","12","9","16","15","7","12","14","9","10","11","15","9","4","7","7","1","6","5","6","3","1","1","2","2","1","-","3","1","5","1","1","3","-","6","3087"
"67",NA,"Yes - some difficulty","-","-","-","-","1","-","-","-","-","-","1","-","-","-","1","-","-","-","1","-","-","1","-","-","1","-","1","-","-","-","-","-","-","-","1","-","2","-","-","2","-","-","-","1","1","-","2","1","-","1","1","-","1","2","-","1","-","1","1","1","3","2","2","1","1","1","-","2","3","-","2","2","-","-","2","2","1","-","-","-","3","1","1","-","-","2","-","-","-","-","8","65"
"68",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","12"
"69",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3"
"70",NA,"Total","77","85","86","115","100","89","98","106","90","98","82","93","96","90","83","86","57","53","64","55","57","47","32","42","50","52","45","55","53","34","55","25","28","32","34","26","29","31","36","34","31","29","29","36","19","30","26","17","22","26","33","17","17","18","27","20","15","13","10","17","19","9","14","15","10","11","12","17","12","4","10","10","2","6","8","8","4","1","1","2","6","2","1","3","1","7","1","1","3","-","15","3167"
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,"AREA # 010151","Hsinbo(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"76",NA,"No - no difficulty","87","81","88","103","131","119","122","134","121","121","113","134","130","104","130","85","86","94","118","100","90","71","79","73","75","105","76","71","89","80","99","69","79","80","60","78","75","72","67","59","94","59","73","61","49","64","48","52","57","34","64","42","34","41","37","40","42","26","22","20","22","16","17","15","12","14","11","11","17","6","17","7","7","4","6","9","4","3","9","4","2","2","2","2","2","2","3","-","2","2","3","4940"
"77",NA,"Yes - some difficulty","6","5","8","4","-","-","1","-","2","-","-","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","1","1","1","-","-","-","-","-","-","-","1","-","-","-","1","-","1","-","1","1","1","2","-","1","1","2","2","1","1","1","5","2","2","4","2","3","3","-","4","1","1","1","1","1","2","5","3","2","2","1","1","1","1","-","-","-","2","-","-","-","3","104"
"78",NA,"Yes - a lot of difficulty","8","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","1","1","-","1","-","-","-","1","2","-","-","2","1","4","3","1","-","2","1","2","1","-","-","-","-","-","-","-","1","-","-","-","-","-","39"
"79",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","1","-","1","-","1","1","-","-","1","-","-","-","-","-","1","-","-","-","10"
"80",NA,"Total","101","87","96","107","131","119","123","134","123","121","114","136","131","105","131","85","86","94","118","100","91","71","79","73","76","106","76","72","90","80","100","70","80","80","60","78","75","72","67","59","95","59","73","61","50","65","49","52","58","35","65","44","34","42","39","42","44","28","24","21","28","18","19","19","15","20","14","11","23","8","22","12","9","6","10","16","9","7","12","5","3","4","3","2","2","3","5","1","2","2","6","5093"
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,"AREA # 010152","Hsadone(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"86",NA,"No - no difficulty","94","80","82","116","118","125","150","145","158","138","149","127","131","139","136","130","135","124","125","112","113","98","89","89","94","112","76","72","75","61","93","59","71","66","57","58","49","47","59","55","74","42","65","50","64","52","39","33","49","37","51","25","41","33","36","35","38","22","35","21","34","24","18","19","16","30","7","12","11","11","32","9","12","9","5","10","5","4","5","6","4","1","-","3","6","4","3","-","1","-","2","5152"
"87",NA,"Yes - some difficulty","4","1","-","-","-","-","1","-","-","-","-","-","1","1","-","-","-","1","-","1","1","-","-","-","-","-","-","-","1","-","1","-","-","-","1","-","-","-","1","-","-","-","1","-","1","-","1","-","-","-","1","-","-","1","3","2","1","1","1","1","-","2","1","-","4","-","3","2","3","1","-","-","1","2","2","2","-","-","3","-","2","-","-","2","-","1","1","-","-","-","1","62"
"88",NA,"Yes - a lot of difficulty","4","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","1","2","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","1","-","1","-","1","-","2","-","-","-","-","-","-","1","-","1","1","-","-","1","-","24"
"89",NA,"Yes - cannot walk at all","4","1","-","-","-","-","-","-","-","-","-","-","2","-","-","-","1","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","2","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","19"
"90",NA,"Total","106","82","82","116","118","125","151","145","158","139","149","127","134","140","136","130","136","125","126","113","114","98","89","89","95","112","77","72","77","61","95","59","71","66","58","58","49","47","60","56","74","42","66","50","65","52","41","34","49","37","52","25","43","36","41","38","39","23","37","23","34","26","19","19","20","30","10","14","14","13","33","9","14","11","9","12","8","4","8","6","6","1","-","6","6","6","6","-","1","1","3","5257"
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,"AREA # 010153","Kanpaikti(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"96",NA,"No - no difficulty","105","85","95","108","90","91","98","107","100","76","106","61","88","88","73","85","95","89","128","78","87","70","82","96","84","84","77","57","84","75","86","60","62","52","57","45","43","33","54","26","61","26","42","34","28","39","34","34","37","31","65","19","37","22","28","33","24","14","25","16","33","11","14","5","4","11","4","6","6","5","8","3","11","5","3","3","3","1","2","2","8","1","3","3","-","-","-","-","-","1","2","3967"
"97",NA,"Yes - some difficulty","-","1","1","-","-","-","-","-","-","-","1","-","1","2","-","-","-","-","-","-","-","2","-","-","1","1","-","1","3","-","3","1","1","-","1","3","1","1","1","-","3","3","2","3","1","4","-","1","2","5","4","2","6","1","7","4","4","2","10","3","11","1","4","1","-","4","5","3","2","1","6","4","2","-","-","3","-","1","-","-","2","-","-","-","1","-","-","1","-","1","1","147"
"98",NA,"Yes - a lot of difficulty","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","1","1","-","1","1","3","1","1","-","-","-","1","-","-","1","-","-","-","1","-","1","-","1","-","-","1","1","1","1","2","5","-","-","-","1","-","-","-","-","-","1","33"
"99",NA,"Yes - cannot walk at all","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","7"
"100",NA,"Total","105","86","96","108","91","92","98","107","101","76","108","61","89","90","73","85","95","90","128","78","87","73","82","96","85","86","77","58","87","75","90","61","63","52","58","48","44","34","55","27","64","29","45","37","29","43","34","35","39","36","70","22","43","24","36","40","29","17","35","19","45","13","18","6","5","15","9","9","9","6","16","7","14","5","3","7","4","3","3","4","15","1","3","3","2","-","-","1","-","2","5","4154"
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"AREA # 010154","Shinbwayyan(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"106",NA,"No - no difficulty","160","146","148","144","130","114","129","137","143","111","111","106","87","96","77","90","94","113","119","92","125","89","71","88","110","112","78","75","102","94","140","87","83","84","58","93","55","77","58","60","95","46","42","72","47","98","36","34","47","30","74","29","40","46","24","44","33","19","18","15","56","7","11","12","8","20","6","7","12","6","16","4","5","7","2","4","2","1","3","1","4","1","1","2","-","-","-","-","1","1","3","5178"
"107",NA,"Yes - some difficulty","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","2","-","-","1","-","1","-","1","-","-","-","1","-","-","-","-","1","-","-","-","1","-","1","1","1","-","-","1","-","-","1","1","2","-","1","-","1","1","1","-","2","2","2","-","-","2","3","3","1","1","-","4","-","2","1","1","2","-","2","1","-","2","-","1","1","2","1","-","-","-","-","2","60"
"108",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","8"
"109",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"110",NA,"Total","160","146","149","144","130","114","129","138","143","111","111","106","88","97","77","91","94","113","119","94","125","89","72","88","111","112","79","75","102","94","141","87","83","84","58","94","55","77","58","61","95","47","43","73","47","99","37","34","47","31","75","31","40","47","24","45","34","20","18","17","58","9","12","13","10","23","9","9","13","6","20","4","7","8","3","6","2","3","4","2","6","1","2","3","2","1","-","-","1","1","6","5247"
